mammal,threatened_status,body_size,plant_species,family,native_introduced,fleshy_dry,dehiscent_indehiscent,number_s_per_f,s_width,f_width,citation_number,citations
Tapirus terrestris,T,L,Mauritiella aculeata,Arecaceae,N,F,I,NA,NA,37.5,1,Barcelos 2013
Tapirus terrestris,T,L,Nepsera aquatica,Melastomataceae,N,F,I,NA,NA,NA,1,Barcelos 2013
Tapirus terrestris,T,L,Piper glandulosissimum,Piperaceae,N,F,I,NA,NA,NA,1,Barcelos 2013
Tapirus terrestris,T,L,Psychotria poeppigiana,Rubiaceae,N,F,I,NA,NA,17.5,1,Barcelos 2013
Tapirus terrestris,T,L,Spermacoce ocymifolia,Rubiaceae,N,F,D,NA,NA,NA,1,Barcelos 2013
Tapirus terrestris,T,L,Tococa bullifera,Melastomataceae,N,F,I,NA,NA,6.1,1,Barcelos 2013
Tapirus terrestris,T,L,Mauritia flexuosa,Arecaceae,N,F,I,1,36.66666667,36.42056075,1,Barcelos 2013
Tapirus terrestris,T,L,Psidium guajava,Myrtaceae,N,F,I,166.5,6,11,1,Barcelos 2013
Tapirus terrestris,T,L,Bellucia grossularioides,Melastomataceae,N,F,I,NA,0.741666667,14.16666667,1,Barcelos 2013
Tapirus terrestris,T,L,Enterolobium schomburgkii,Fabaceae,N,D,I,7.291666667,4.85,26.66666667,1,Barcelos 2013
Tapirus terrestris,T,L,Dimorphandra mollis,Fabaceae,N,D,I,13.60283688,6,31.75,2,Bizerril 2005
Tapirus terrestris,T,L,Mauritia flexuosa,Arecaceae,N,F,I,1,36.66666667,36.42056075,3,Bodmer 1990
Tapirus terrestris,T,L,Mauritia flexuosa,Arecaceae,N,F,I,1,36.66666667,36.42056075,4,Bodmer 1991
Tapirus terrestris,T,L,Jessenia bataua,Arecaceae,N,D,I,NA,NA,22.5,4,Bodmer 1991
Tapirus terrestris,T,L,Hyeronima alchorneoides,Euphorbiaceae,N,F,I,1,2,4.410810811,5,Bueno 2010
Tapirus terrestris,T,L,Campomanesia guaviroba,Myrtaceae,N,F,I,NA,6,17,5,Bueno 2010
Tapirus terrestris,T,L,Cryptocarya mandioccana,Lauraceae,N,F,I,NA,15.2,19,5,Bueno 2010
Tapirus terrestris,T,L,Euterpe edulis,Arecaceae,N,D,I,1,11,13.85185185,5,Bueno 2010
Tapirus terrestris,T,L,Parinari excelsa,Chrysobalanaceae,I,F,I,1,16,25,5,Bueno 2010
Tapirus terrestris,T,L,Hyeronima alchorneoides,Euphorbiaceae,N,F,I,1,2,4.410810811,6,Bueno 2013
Tapirus terrestris,T,L,Campomanesia guaviroba,Myrtaceae,N,F,I,NA,6,17,6,Bueno 2013
Tapirus terrestris,T,L,Cryptocarya mandioccana,Lauraceae,N,F,I,NA,15.2,19,6,Bueno 2013
Tapirus terrestris,T,L,Euterpe edulis,Arecaceae,N,D,I,1,11,13.85185185,6,Bueno 2013
Tapirus terrestris,T,L,Parinari excelsa,Chrysobalanaceae,I,F,I,1,16,25,6,Bueno 2013
Tapirus terrestris,T,L,Hieronyma alchorneoides,Phyllanthaceae,N,F,I,1,2.5,4,6,Bueno 2013
Tapirus terrestris,T,L,Maximiliana maripa,Arecaceae,N,F,I,1.84375,20,27.75,6,Bueno 2013
Tapirus terrestris,T,L,Buchenavia tomentosa,Combretaceae,N,F,I,1,NA,17.18,7,Farias 2015
Tapirus terrestris,T,L,Maximiliana maripa,Arecaceae,N,F,I,1.84375,20,27.75,8,Fragoso 1994
Tapirus terrestris,T,L,Maximiliana maripa,Arecaceae,N,F,I,1.84375,20,27.75,9,Fragoso 1997
Tapirus terrestris,T,L,Mauritia flexuosa,Arecaceae,N,F,I,1,36.66666667,36.42056075,10,Fragoso 2000
Tapirus terrestris,T,L,Maximiliana maripa,Arecaceae,N,F,I,1.84375,20,27.75,10,Fragoso 2000
Tapirus terrestris,T,L,Aechmea rubiginosa,Bromeliaceae,N,F,I,NA,4,20.25,10,Fragoso 2000
Tapirus terrestris,T,L,Cassia moschata,Leguminosae,N,D,D,90,5.633333333,15.41666667,10,Fragoso 2000
Tapirus terrestris,T,L,Anacardium giganteum,Anacardiaceae,N,F,I,1,6,50,10,Fragoso 2000
Tapirus terrestris,T,L,Tetragastris panamensis,Burseraceae,N,F,D,5.5,8.4,36.45,10,Fragoso 2000
Tapirus terrestris,T,L,Genipa americana,Rubiaceae,N,F,I,172.2857143,9.2,63.26388889,10,Fragoso 2000
Tapirus terrestris,T,L,Oenocarpus bacaba,Arecaceae,N,D,I,1,NA,14,10,Fragoso 2000
Tapirus terrestris,T,L,Pradosia surinamensis,Sapotaceae,N,F,I,NA,NA,NA,10,Fragoso 2000
Tapirus terrestris,T,L,Mangifera indica,Anacardiaceae,I,F,I,1,18.5,8,10,Fragoso 2000
Tapirus terrestris,T,L,Spondias mombin,Anacardiaceae,N,F,I,1.357142857,16.35714286,25,10,Fragoso 2000
Tapirus terrestris,T,L,Bagassa guianensis,Moraceae,N,F,I,NA,NA,19.16666667,10,Fragoso 2000
Tapirus terrestris,T,L,Enterolobium schomburgkii,Fabaceae,N,D,I,7.291666667,4.85,26.66666667,10,Fragoso 2000
Tapirus terrestris,T,L,Psidium guajava,Myrtaceae,N,F,I,166.5,6,11,11,Galetti 2001
Tapirus terrestris,T,L,Euterpe edulis,Arecaceae,N,D,I,1,11,13.85185185,11,Galetti 2001
Tapirus terrestris,T,L,Mangifera indica,Anacardiaceae,I,F,I,1,18.5,8,11,Galetti 2001
Tapirus terrestris,T,L,Syagrus romanzoffiana,Arecaceae,N,F,I,1,NA,24.17821782,11,Galetti 2001
Tapirus terrestris,T,L,Copaifera langsdorfii,Fabaceae,N,D,D,1,8.925925926,14.91428571,11,Galetti 2001 
Tapirus terrestris,T,L,Enterolobium contortisiliquum,Fabaceae,N,D,I,NA,17.4,39.1,11,Galetti 2001 
Tapirus terrestris,T,L,Syagrus oleracea,Arecaceae,N,F,I,NA,NA,NA,11,Galetti 2001 
Tapirus terrestris,T,L,Euterpe edulis,Arecaceae,N,D,I,1,11,13.85185185,12,Giombini 2009
Tapirus terrestris,T,L,Syagrus romanzoffiana,Arecaceae,N,F,I,1,NA,24.17821782,12,Giombini 2009
Tapirus terrestris,T,L,Holocalyx balansae,Fabaceae,I,F,I,1.2,NA,17.8,12,Giombini 2009
Tapirus terrestris,T,L,Elephantomene eburnea,Menispermaceae,N,F,I,NA,25,31.2,13,Forget 2005
Tapirus terrestris,T,L,Mauritia flexuosa,Arecaceae,N,F,I,1,36.66666667,36.42056075,14,Mendieta-Aguilar 2015
Tapirus terrestris,T,L,Syagrus romanzoffiana,Arecaceae,N,F,I,1,NA,24.17821782,15,Olmos 1999
Tapirus terrestris,T,L,Bellucia grossularioides,Melastomataceae,N,F,I,NA,0.741666667,14.16666667,16,Paolucci 2019
Tapirus terrestris,T,L,Byrsonima crispa,Malpighiaceae,N,F,I,1,8.05,11,16,Paolucci 2019
Tapirus terrestris,T,L,Emmotum nitens,Metteniusaceae,N,F,I,3,NA,11,16,Paolucci 2019
Tapirus terrestris,T,L,Euterpe edulis,Arecaceae,N,D,I,1,11,13.85185185,17,Rodrigues 1993
Tapirus terrestris,T,L,Virola oleifera,Myristicaceae,N,F,D,1,16,18,17,Rodrigues 1993
Tapirus terrestris,T,L,Mauritia flexuosa,Arecaceae,N,F,I,1,36.66666667,36.42056075,18,Tobler 2010
Tapirus terrestris,T,L,Oenocarpus mapora,Arecaceae,N,D,I,1,14.22727273,12.91666667,18,Tobler 2010
Tapirus terrestris,T,L,Anomospermum reticulatum,Menispermaceae,N,F,I,NA,22.5,11.15,18,Tobler 2010
Tapirus terrestris,T,L,Astrocaryum murumuru,Arecaceae,N,F,I,NA,25,41,18,Tobler 2010
Tayassu pecari,T,L,Byrsonima orbignyana,Malpighiaceae,N,F,I,NA,7,12.1,1,Desbiez and Keuroghlian 2009
Tayassu pecari,T,L,Vitex cymosa,Lamiaceae,N,F,I,1,8.453513514,16.53666667,1,Desbiez and Keuroghlian 2009
Tayassu pecari,T,L,Annona dioica,Annonaceae,N,F,I,NA,NA,75.1,1,Desbiez and Keuroghlian 2009
Tayassu pecari,T,L,Pereskia aculeata,Cactaceae,N,F,I,2.33333333,6,23.1,2,Keuroghlian 2008
