mammal,threatened_status,body_size,plant_species,family,native_introduced,fleshy_dry,dehiscent_indehiscent,number_s_per_f,s_width,f_width,citation_number,citations
Lagothrix lagothricha,T,S,Cecropia sciadophylla,Urticaceae,N,F,I,1950,1.157142857,15,8,Stevenson 2000
Lagothrix lagothricha,T,S,Genipa americana,Rubiaceae,N,F,I,172.2857143,9.2,63.26388889,8,Stevenson 2000
Lagothrix lagothricha,T,S,Jacaratia digitata,Caricaceae,N,F,I,206,3.75,45,8,Stevenson 2000
Lagothrix lagothricha,T,S,Bursera inversa,Burseraceae,N,D,D,1,12.02857143,14.5,8,Stevenson 2000
Lagothrix lagothricha,T,S,Garcinia macrophylla,Clusiaceae,N,F,I,3.077237654,12.59722222,55.69714286,8,Stevenson 2000
Lagothrix lagothricha,T,S,Spondias mombin,Anacardiaceae,N,F,I,1.357142857,16.35714286,25,8,Stevenson 2000
Lagothrix lagothricha,T,S,Hymenaea oblongifolia,Fabaceae,N,F,I,1.290909091,11,25.5,8,Stevenson 2000
Lagothrix lagothricha,T,S,Inga acreana,Leguminosae,N,F,I,7.872727273,7.795454545,25,8,Stevenson 2000
Lagothrix lagothricha,T,S,Protium glabrescens,Burseraceae,N,F,D,1.217438272,6.361111111,12,8,Stevenson 2000
Lagothrix lagothricha,T,S,Inga stenoptera,Leguminosae,N,F,I,10.34090909,9,17.5,8,Stevenson 2000
Lagothrix lagothricha,T,S,Alibertia hadrantha,Rubiaceae,N,F,I,18.92857143,9,NA,8,Stevenson 2000
Lagothrix lagothricha,T,S,Spondias venulosa ,Anacardiaceae,N,F,I,1,17.6,25,8,Stevenson 2000
Lagothrix lagothricha,T,S,Brosimum lactescens,Moraceae,N,F,I,1.45530303,8.924528302,15,8,Stevenson 2000
Lagothrix lagothricha,T,S,Pseudolmedia laevis ,Moraceae,N,F,I,1,5.398780488,9.642857143,8,Stevenson 2000
Lagothrix lagothricha,T,S,Crepidospermum rhoifolium,Burseraceae,N,F,D,1.428571429,7.242857143,14.2,8,Stevenson 2000
Lagothrix lagothricha,T,S,Henriettella fissanthera,Melastomataceae,N,F,I,86.66666667,0.375,4,8,Stevenson 2000
Lagothrix lagothricha,T,S,Ficus sphenophylla,Moraceae,N,F,I,19,0.75,9.416666667,8,Stevenson 2000
Lagothrix lagothricha,T,S,Ficus trigona,Moraceae,N,F,I,187.2727273,0.875,17.5,8,Stevenson 2000
Lagothrix lagothricha,T,S,Ficus obtusifolia,Moraceae,N,F,I,690.0128205,0.9,24,8,Stevenson 2000
Lagothrix lagothricha,T,S,Ficus andicola,Moraceae,N,F,I,114.9411765,0.958333333,14.81842105,8,Stevenson 2000
Lagothrix lagothricha,T,S,Ficus guianensis,Moraceae,N,F,I,114.9411765,0.958333333,12.3537037,8,Stevenson 2000
Lagothrix lagothricha,T,S,Ficus gomelleira,Moraceae,N,F,I,100,1.208333333,19.28571429,8,Stevenson 2000
Lagothrix lagothricha,T,S,Cecropia engleriana,Urticaceae,N,F,I,1636.285714,1.3,10.41666667,8,Stevenson 2000
Lagothrix lagothricha,T,S,Cestrum racemosum,Solanaceae,N,F,I,5,2.2,4.833333333,8,Stevenson 2000
Lagothrix lagothricha,T,S,Clusia palmicida,Clusiaceae,N,F,D,NA,2.496,36.9,8,Stevenson 2000
Lagothrix lagothricha,T,S,Neea laxa,Nyctaginaceae,N,F,I,1,4,NA,8,Stevenson 2000
Lagothrix lagothricha,T,S,Trichilia pleeana,Meliaceae,N,D,D,1.6,7.166666667,21.11666667,8,Stevenson 2000
Lagothrix lagothricha,T,S,Oxandra mediocris ,Annonaceae,N,D,I,1,7.227272727,10,8,Stevenson 2000
Lagothrix lagothricha,T,S,Pouteria caimito ,Sapotaceae,N,F,I,2.396747968,11.99038462,40.6875,8,Stevenson 2000
Lagothrix lagothricha,T,S,Virola calophylla ,Myristicaceae,N,F,D,1,12.45235149,16.5,8,Stevenson 2000
Lagothrix lagothricha,T,S,Virola peruviana ,Myristicaceae,N,F,D,1,13.925,22.5,8,Stevenson 2000
Lagothrix lagothricha,T,S,Talisia intermedia ,Sapindaceae,N,F,I,1,14.85714286,25.75,8,Stevenson 2000
Lagothrix lagothricha,T,S,Ficus membranacea,Moraceae,N,F,I,NA,NA,11.9855,8,Stevenson 2000
Lagothrix lagothricha,T,S,Ficus americana,Moraceae,N,F,I,114.9411765,0.958333333,14.81842105,8,Stevenson 2000
Lagothrix lagothricha,T,S,Brosimum guianensis,Moraceae,N,F,I,1.833333333,6.5,15.6125,8,Stevenson 2000
Lagothrix lagothricha,T,S,Maripa peruviana,Convolvulaceae,N,F,I,1,9.65,15,8,Stevenson 2000
Lagothrix lagothricha,T,S,Prunus myrtifolia ,Rosaceae,N,F,I,NA,11,9.4,8,Stevenson 2000
Lagothrix lagothricha,T,S,Laetia corymbulosa,Salicaceae,N,F,I,21,2.210055866,12.3,8,Stevenson 2000
Lagothrix lagothricha,T,S,Cecropia membranacea,Urticaceae,N,F,I,3660,1.841666667,4.966666667,8,Stevenson 2000
Lagothrix lagothricha,T,S,Coussapoa orthoneura,Urticaceae,N,F,I,64.10277778,1.15,10,8,Stevenson 2000
Lagothrix lagothricha,T,S,Pourouma petiolulata,Urticaceae,N,F,I,1,7.7375,12.16666667,8,Stevenson 2000
Lagothrix lagothricha,T,S,Virola flexuosa,Myristicaceae,N,F,D,1,12.67142857,19.28333333,8,Stevenson 2000
Lagothrix lagothricha,T,S,Theobroma subincanum,Malvaceae,N,F,I,29.58333333,14.83333333,80.83333333,8,Stevenson 2000
Lagothrix lagothricha,T,S,Coccoloba densifrons,Polygonaceae,N,F,I,1,8.242857143,13,8,Stevenson 2000
Lagothrix lagothricha,T,S,Protium sagotianum ,Burseraceae,N,F,D,2.13525641,7.56875,26.85,9,Stevenson 2002
Lagothrix lagothricha,T,S,Sarcaulus brasiliensis ,Sapotaceae,N,F,I,1,9.888888889,20,9,Stevenson 2002
Lagothrix lagothricha,T,S,Simarouba amara,Simaroubaceae,N,F,I,1,8.075,10.33,9,Stevenson 2002
Lagothrix lagothricha,T,S,Apeiba aspera,Malvaceae,N,D,D,167,1.627272727,42.33333333,9,Stevenson 2002
Lagothrix lagothricha,T,S,Hyeronima alchorneoides,Phyllanthaceae,N,F,I,1,2,4.410810811,9,Stevenson 2002
Lagothrix lagothricha,T,S,Inga alba,Leguminosae,N,F,I,10.171875,6.269886364,12.5,9,Stevenson 2002
Lagothrix lagothricha,T,S,Inga edulis,Leguminosae,N,F,I,14.64035088,14.99665179,13.125,9,Stevenson 2002
Lagothrix lagothricha,T,S,Gustavia hexapetala,Lecythidaceae,N,D,D,9.442857143,10,47.5,9,Stevenson 2002
Lagothrix lagothricha,T,S,Castilla ulei,Moraceae,N,F,I,6.242857143,8.5,35.76666667,9,Stevenson 2002
Lagothrix lagothricha,T,S,Helicostylis tomentosa,Moraceae,N,F,I,12.13712121,6.125,25,9,Stevenson 2002
Lagothrix lagothricha,T,S,Ficus insipida,Moraceae,N,F,I,119.3548387,1.4,24.02061856,9,Stevenson 2002
Lagothrix lagothricha,T,S,Pourouma bicolor,Urticaceae,N,F,I,1,7.447916667,11.91666667,9,Stevenson 2002
Lagothrix lagothricha,T,S,Ficus nymphaeifolia,Moraceae,N,F,I,350,1,23,9,Stevenson 2002
Lagothrix lagothricha,T,S,Cecropia sciadophylla,Urticaceae,N,F,I,1950,1.157142857,15,9,Stevenson 2002
Lagothrix lagothricha,T,S,Pseudolmedia laevigata,Moraceae,N,F,I,1,5.389583333,10.3,9,Stevenson 2002
Lagothrix lagothricha,T,S,Protium sagotianum ,Burseraceae,N,F,D,2.13525641,7.56875,26.85,10,Stevenson 2004
Lagothrix lagothricha,T,S,Simarouba amara,Simaroubaceae,N,F,I,1,8.075,10.33,10,Stevenson 2004
Lagothrix lagothricha,T,S,Apeiba aspera,Malvaceae,N,D,D,167,1.627272727,42.33333333,10,Stevenson 2004
Lagothrix lagothricha,T,S,Hyeronima alchorneoides,Phyllanthaceae,N,F,I,1,2,4.410810811,10,Stevenson 2004
Lagothrix lagothricha,T,S,Inga alba,Leguminosae,N,F,I,10.171875,6.269886364,12.5,10,Stevenson 2004
Lagothrix lagothricha,T,S,Inga edulis,Leguminosae,N,F,I,14.64035088,14.99665179,13.125,10,Stevenson 2004
Lagothrix lagothricha,T,S,Gustavia hexapetala,Lecythidaceae,N,D,D,9.442857143,10,47.5,10,Stevenson 2004
Lagothrix lagothricha,T,S,Castilla ulei,Moraceae,N,F,I,6.242857143,8.5,35.76666667,10,Stevenson 2004
Lagothrix lagothricha,T,S,Helicostylis tomentosa,Moraceae,N,F,I,12.13712121,6.125,25,10,Stevenson 2004
Lagothrix lagothricha,T,S,Pourouma bicolor,Urticaceae,N,F,I,1,7.447916667,11.91666667,10,Stevenson 2004
Lagothrix lagothricha,T,S,Genipa americana,Rubiaceae,N,F,I,172.2857143,9.2,63.26388889,10,Stevenson 2004
Lagothrix lagothricha,T,S,Jacaratia digitata,Caricaceae,N,F,I,206,3.75,45,10,Stevenson 2004
Lagothrix lagothricha,T,S,Bursera inversa,Burseraceae,N,D,D,1,12.02857143,14.5,10,Stevenson 2004
Lagothrix lagothricha,T,S,Garcinia macrophylla,Clusiaceae,N,F,I,3.077237654,12.59722222,55.69714286,10,Stevenson 2004
Lagothrix lagothricha,T,S,Spondias mombin,Anacardiaceae,N,F,I,1.357142857,16.35714286,25,10,Stevenson 2004
Lagothrix lagothricha,T,S,Hymenaea oblongifolia,Fabaceae,N,F,I,1.290909091,11,25.5,10,Stevenson 2004
Lagothrix lagothricha,T,S,Inga acreana,Leguminosae,N,F,I,7.872727273,7.795454545,25,10,Stevenson 2004
Lagothrix lagothricha,T,S,Laetia corymbulosa,Salicaceae,N,F,I,21,2.210055866,12.3,10,Stevenson 2004
Lagothrix lagothricha,T,S,Cecropia membranacea,Urticaceae,N,F,I,3660,1.841666667,4.966666667,10,Stevenson 2004
Lagothrix lagothricha,T,S,Pseudolmedia laevigata,Moraceae,N,F,I,1,5.389583333,10.3,10,Stevenson 2004
Lagothrix lagothricha,T,S,Inga cylindrica,Leguminosae,N,F,I,8,7.65,18.1111111,10,Stevenson 2004
Lagothrix lagothricha,T,S,Protium sagotianum ,Burseraceae,N,F,D,2.13525641,7.56875,26.85,11,Stevenson 2005
Lagothrix lagothricha,T,S,Apeiba aspera,Malvaceae,N,D,D,167,1.627272727,42.33333333,11,Stevenson 2005
Lagothrix lagothricha,T,S,Inga alba,Leguminosae,N,F,I,10.171875,6.269886364,12.5,11,Stevenson 2005
Lagothrix lagothricha,T,S,Inga edulis,Leguminosae,N,F,I,14.64035088,14.99665179,13.125,11,Stevenson 2005
Lagothrix lagothricha,T,S,Gustavia hexapetala,Lecythidaceae,N,D,D,9.442857143,10,47.5,11,Stevenson 2005
Lagothrix lagothricha,T,S,Castilla ulei,Moraceae,N,F,I,6.242857143,8.5,35.76666667,11,Stevenson 2005
Lagothrix lagothricha,T,S,Pourouma bicolor,Urticaceae,N,F,I,1,7.447916667,11.91666667,11,Stevenson 2005
Lagothrix lagothricha,T,S,Jacaratia digitata,Caricaceae,N,F,I,206,3.75,45,11,Stevenson 2005
Lagothrix lagothricha,T,S,Bursera inversa,Burseraceae,N,D,D,1,12.02857143,14.5,11,Stevenson 2005
Lagothrix lagothricha,T,S,Garcinia macrophylla,Clusiaceae,N,F,I,3.077237654,12.59722222,55.69714286,11,Stevenson 2005
Lagothrix lagothricha,T,S,Spondias mombin,Anacardiaceae,N,F,I,1.357142857,16.35714286,25,11,Stevenson 2005
Lagothrix lagothricha,T,S,Hymenaea oblongifolia,Fabaceae,N,F,I,1.290909091,11,25.5,11,Stevenson 2005
Lagothrix lagothricha,T,S,Protium glabrescens,Burseraceae,N,F,D,1.217438272,6.361111111,12,11,Stevenson 2005
Lagothrix lagothricha,T,S,Inga stenoptera,Leguminosae,N,F,I,10.34090909,9,17.5,11,Stevenson 2005
Lagothrix lagothricha,T,S,Alibertia hadrantha,Rubiaceae,N,F,I,18.92857143,9,NA,11,Stevenson 2005
Lagothrix lagothricha,T,S,Spondias venulosa ,Anacardiaceae,N,F,I,1,17.6,25,11,Stevenson 2005
Lagothrix lagothricha,T,S,Brosimum lactescens,Moraceae,N,F,I,1.45530303,8.924528302,15,11,Stevenson 2005
Lagothrix lagothricha,T,S,Pseudolmedia laevis ,Moraceae,N,F,I,1,5.398780488,9.642857143,11,Stevenson 2005
Lagothrix lagothricha,T,S,Crepidospermum rhoifolium,Burseraceae,N,F,D,1.428571429,7.242857143,14.2,11,Stevenson 2005
Lagothrix lagothricha,T,S,Laetia corymbulosa,Salicaceae,N,F,I,21,2.210055866,12.3,11,Stevenson 2005
Lagothrix lagothricha,T,S,Inga cylindrica,Leguminosae,N,F,I,8,7.65,18.1111111,11,Stevenson 2005
Lagothrix lagothricha,T,S,Trichilia tuberculata,Meliaceae,N,D,D,1.75,5.363636364,9,11,Stevenson 2005
Lagothrix lagothricha,T,S,Protium sagotianum ,Burseraceae,N,F,D,2.13525641,7.56875,26.85,12,Stevenson 2007
Lagothrix lagothricha,T,S,Apeiba aspera,Malvaceae,N,D,D,167,1.627272727,42.33333333,12,Stevenson 2007
Lagothrix lagothricha,T,S,Inga alba,Leguminosae,N,F,I,10.171875,6.269886364,12.5,12,Stevenson 2007
Lagothrix lagothricha,T,S,Inga edulis,Leguminosae,N,F,I,14.64035088,14.99665179,13.125,12,Stevenson 2007
Lagothrix lagothricha,T,S,Gustavia hexapetala,Lecythidaceae,N,D,D,9.442857143,10,47.5,12,Stevenson 2007
Lagothrix lagothricha,T,S,Castilla ulei,Moraceae,N,F,I,6.242857143,8.5,35.76666667,12,Stevenson 2007
Lagothrix lagothricha,T,S,Helicostylis tomentosa,Moraceae,N,F,I,12.13712121,6.125,25,12,Stevenson 2007
Lagothrix lagothricha,T,S,Ficus insipida,Moraceae,N,F,I,119.3548387,1.4,24.02061856,12,Stevenson 2007
Lagothrix lagothricha,T,S,Pourouma bicolor,Urticaceae,N,F,I,1,7.447916667,11.91666667,12,Stevenson 2007
Lagothrix lagothricha,T,S,Ficus nymphaeifolia,Moraceae,N,F,I,350,1,23,12,Stevenson 2007
Lagothrix lagothricha,T,S,Cecropia sciadophylla,Urticaceae,N,F,I,1950,1.157142857,15,12,Stevenson 2007
Lagothrix lagothricha,T,S,Bursera inversa,Burseraceae,N,D,D,1,12.02857143,14.5,12,Stevenson 2007
Lagothrix lagothricha,T,S,Garcinia macrophylla,Clusiaceae,N,F,I,3.077237654,12.59722222,55.69714286,12,Stevenson 2007
Lagothrix lagothricha,T,S,Spondias mombin,Anacardiaceae,N,F,I,1.357142857,16.35714286,25,12,Stevenson 2007
Lagothrix lagothricha,T,S,Hymenaea oblongifolia,Fabaceae,N,F,I,1.290909091,11,25.5,12,Stevenson 2007
Lagothrix lagothricha,T,S,Inga acreana,Leguminosae,N,F,I,7.872727273,7.795454545,25,12,Stevenson 2007
Lagothrix lagothricha,T,S,Inga stenoptera,Leguminosae,N,F,I,10.34090909,9,17.5,12,Stevenson 2007
Lagothrix lagothricha,T,S,Alibertia hadrantha,Rubiaceae,N,F,I,18.92857143,9,NA,12,Stevenson 2007
Lagothrix lagothricha,T,S,Spondias venulosa ,Anacardiaceae,N,F,I,1,17.6,25,12,Stevenson 2007
Lagothrix lagothricha,T,S,Brosimum lactescens,Moraceae,N,F,I,1.45530303,8.924528302,15,12,Stevenson 2007
Lagothrix lagothricha,T,S,Henriettella fissanthera,Melastomataceae,N,F,I,86.66666667,0.375,4,12,Stevenson 2007
Lagothrix lagothricha,T,S,Ficus sphenophylla,Moraceae,N,F,I,19,0.75,9.416666667,12,Stevenson 2007
Lagothrix lagothricha,T,S,Ficus trigona,Moraceae,N,F,I,187.2727273,0.875,17.5,12,Stevenson 2007
Lagothrix lagothricha,T,S,Ficus obtusifolia,Moraceae,N,F,I,690.0128205,0.9,24,12,Stevenson 2007
Lagothrix lagothricha,T,S,Ficus andicola,Moraceae,N,F,I,114.9411765,0.958333333,14.81842105,12,Stevenson 2007
Lagothrix lagothricha,T,S,Ficus guianensis,Moraceae,N,F,I,114.9411765,0.958333333,12.3537037,12,Stevenson 2007
Lagothrix lagothricha,T,S,Ficus gomelleira,Moraceae,N,F,I,100,1.208333333,19.28571429,12,Stevenson 2007
Lagothrix lagothricha,T,S,Cecropia engleriana,Urticaceae,N,F,I,1636.285714,1.3,10.41666667,12,Stevenson 2007
Lagothrix lagothricha,T,S,Cestrum racemosum,Solanaceae,N,F,I,5,2.2,4.833333333,12,Stevenson 2007
Lagothrix lagothricha,T,S,Clusia palmicida,Clusiaceae,N,F,D,NA,2.496,36.9,12,Stevenson 2007
Lagothrix lagothricha,T,S,Neea laxa,Nyctaginaceae,N,F,I,1,4,NA,12,Stevenson 2007
Lagothrix lagothricha,T,S,Trichilia pleeana,Meliaceae,N,D,D,1.6,7.166666667,21.11666667,12,Stevenson 2007
Lagothrix lagothricha,T,S,Oxandra mediocris ,Annonaceae,N,D,I,1,7.227272727,10,12,Stevenson 2007
Lagothrix lagothricha,T,S,Pouteria caimito ,Sapotaceae,N,F,I,2.396747968,11.99038462,40.6875,12,Stevenson 2007
Lagothrix lagothricha,T,S,Virola calophylla ,Myristicaceae,N,F,D,1,12.45235149,16.5,12,Stevenson 2007
Lagothrix lagothricha,T,S,Virola peruviana ,Myristicaceae,N,F,D,1,13.925,22.5,12,Stevenson 2007
Lagothrix lagothricha,T,S,Talisia intermedia ,Sapindaceae,N,F,I,1,14.85714286,25.75,12,Stevenson 2007
Lagothrix lagothricha,T,S,Ficus membranacea,Moraceae,N,F,I,NA,NA,11.9855,12,Stevenson 2007
Lagothrix lagothricha,T,S,Ficus americana,Moraceae,N,F,I,114.9411765,0.958333333,14.81842105,12,Stevenson 2007
Lagothrix lagothricha,T,S,Laetia corymbulosa,Salicaceae,N,F,I,21,2.210055866,12.3,12,Stevenson 2007
Lagothrix lagothricha,T,S,Cecropia membranacea,Urticaceae,N,F,I,3660,1.841666667,4.966666667,12,Stevenson 2007
Lagothrix lagothricha,T,S,Coussapoa orthoneura,Urticaceae,N,F,I,64.10277778,1.15,10,12,Stevenson 2007
Lagothrix lagothricha,T,S,Virola flexuosa,Myristicaceae,N,F,D,1,12.67142857,19.28333333,12,Stevenson 2007
Lagothrix lagothricha,T,S,Pseudolmedia laevigata,Moraceae,N,F,I,1,5.389583333,10.3,12,Stevenson 2007
Lagothrix lagothricha,T,S,Inga cylindrica,Leguminosae,N,F,I,8,7.65,18.1111111,12,Stevenson 2007
Lagothrix lagothricha,T,S,Bellucia pentamera,Melastomataceae,N,F,I,500,0.25,17.69583333,12,Stevenson 2007
Lagothrix lagothricha,T,S,Laetia procera,Salicaceae,N,F,I,15,2.25,4.192105263,12,Stevenson 2007
Lagothrix lagothricha,T,S,Pseudolmedia obliqua,Moraceae,N,F,I,1,6,NA,12,Stevenson 2007
Lagothrix lagothricha,T,S,Cayaponia granatensis,Cucurbitaceae,N,F,I,2.092592592,10.375,22.08333333,12,Stevenson 2007
Lagothrix lagothricha,T,S,Pseudomalmea diclina,Annonaceae,N,F,I,1,10.675,17,12,Stevenson 2007
Lagothrix lagothricha,T,S,Swartzia leptopetala,Fabaceae,N,F,D,NA,13.492,22.158,12,Stevenson 2007
Lagothrix lagothricha,T,S,Trichilia tuberculata,Meliaceae,N,D,D,1.75,5.363636364,9,12,Stevenson 2007
Lagothrix lagothricha,T,S,Enterolobium schomburgkii,Fabaceae,N,D,I,7.291666667,4.85,26.66666667,12,Stevenson 2007
Lagothrix lagothricha,T,S,Eugenia nesiotica,Myrtaceae,N,F,I,1.4375,12.81818182,24.5,12,Stevenson 2007
Lagothrix lagothricha,T,S,Socratea exorrhiza,Arecaceae,N,F,I,1,17.48148148,21.66666667,12,Stevenson 2007
Lagothrix lagothricha,T,S,Pouteria procera,Sapotaceae,N,F,I,1,17.5,24.5,12,Stevenson 2007
Lagothrix lagothricha,T,S,Pourouma bicolor,Urticaceae,N,F,I,1,7.447916667,11.91666667,13,Stevenson 2011
Lagothrix lagothricha,T,S,Ficus nymphaeifolia,Moraceae,N,F,I,350,1,23,13,Stevenson 2011
Lagothrix lagothricha,T,S,Cecropia sciadophylla,Urticaceae,N,F,I,1950,1.157142857,15,13,Stevenson 2011
Lagothrix lagothricha,T,S,Brosimum guianensis,Moraceae,N,F,I,1.833333333,6.5,15.6125,13,Stevenson 2011
Lagothrix lagothricha,T,S,Maripa peruviana,Convolvulaceae,N,F,I,1,9.65,15,13,Stevenson 2011
Lagothrix lagothricha,T,S,Prunus myrtifolia ,Rosaceae,N,F,I,NA,11,9.4,13,Stevenson 2011
Lagothrix lagothricha,T,S,Laetia corymbulosa,Salicaceae,N,F,I,21,2.210055866,12.3,13,Stevenson 2011
Lagothrix lagothricha,T,S,Cecropia membranacea,Urticaceae,N,F,I,3660,1.841666667,4.966666667,13,Stevenson 2011
Lagothrix lagothricha,T,S,Coussapoa orthoneura,Urticaceae,N,F,I,64.10277778,1.15,10,13,Stevenson 2011
Lagothrix lagothricha,T,S,Pseudolmedia hirsuta,Moraceae,N,F,I,1,6.6,14,13,Stevenson 2011
Lagothrix lagothricha,T,S,Syagrus sancona,Arecaceae,N,F,I,1,19.54545455,23.16666667,13,Stevenson 2011
Lagothrix lagothricha,T,S,Pouteria reticulata,Sapotaceae,N,F,I,1.92,10.67045455,13.5,13,Stevenson 2011
Lagothrix lagothricha,T,S,Iriartea deltoidea,Arecaceae,N,D,I,1,23.38114754,32.25,13,Stevenson 2011
Lagothrix lagothricha,T,S,Pourouma minor,Urticaceae,N,F,I,1,9.921875,14.16666667,13,Stevenson 2011
Lagothrix lagothricha,T,S,Trichilia tuberculata,Meliaceae,N,D,D,1.75,5.363636364,9,13,Stevenson 2011
Lagothrix lagothricha,T,S,Enterolobium schomburgkii,Fabaceae,N,D,I,7.291666667,4.85,26.66666667,13,Stevenson 2011
Lagothrix lagothricha,T,S,Eugenia nesiotica,Myrtaceae,N,F,I,1.4375,12.81818182,24.5,13,Stevenson 2011
Lagothrix lagothricha,T,S,Socratea exorrhiza,Arecaceae,N,F,I,1,17.48148148,21.66666667,13,Stevenson 2011
Lagothrix lagothricha,T,S,Pouteria procera,Sapotaceae,N,F,I,1,17.5,24.5,13,Stevenson 2011
Lagothrix lagothricha,T,S,Clarisia racemosa,Moraceae,N,F,I,1,12.71538462,16.58333333,13,Stevenson 2011
Lagothrix lagothricha,T,S,Paullinia faginea,Sapindaceae,N,F,D,1,9,16,13,Stevenson 2011
Lagothrix lagothricha,T,S,Perebea xanthochyma,Moraceae,N,F,I,2.571428571,5.164285714,13.72142857,14,Yumoto 1999
Lagothrix lagothricha,T,S,Protium sagotianum ,Burseraceae,N,F,D,2.13525641,7.56875,26.85,14,Yumoto 1999
Lagothrix lagothricha,T,S,Castilla ulei,Moraceae,N,F,I,6.242857143,8.5,35.76666667,14,Yumoto 1999
Lagothrix lagothricha,T,S,Pourouma bicolor,Urticaceae,N,F,I,1,7.447916667,11.91666667,14,Yumoto 1999
Lagothrix lagothricha,T,S,Pseudolmedia laevis ,Moraceae,N,F,I,1,5.398780488,9.642857143,14,Yumoto 1999
Lagothrix lagothricha,T,S,Crepidospermum rhoifolium,Burseraceae,N,F,D,1.428571429,7.242857143,14.2,14,Yumoto 1999
Lagothrix lagothricha,T,S,Pourouma petiolulata,Urticaceae,N,F,I,1,7.7375,12.16666667,14,Yumoto 1999
Lagothrix lagothricha,T,S,Virola flexuosa,Myristicaceae,N,F,D,1,12.67142857,19.28333333,14,Yumoto 1999
Lagothrix lagothricha,T,S,Pseudolmedia laevigata,Moraceae,N,F,I,1,5.389583333,10.3,14,Yumoto 1999
Lagothrix lagothricha,T,S,Clarisia racemosa,Moraceae,N,F,I,1,12.71538462,16.58333333,14,Yumoto 1999
Lagothrix lagothricha,T,S,Protium robustum,Burseraceae,N,F,D,2.85,6.271428571,25.8,14,Yumoto 1999
Lagothrix lagothricha,T,S,Eugenia cribata,Myrtaceae,N,F,I,1,14.2,37.4,14,Yumoto 1999
Lagothrix lagothricha,T,S,Strychnos schultesiana,Loganiaceae,N,D,I,30,16.42857143,68.75,14,Yumoto 1999
Lagothrix lagothricha,T,S,Coccoloba densifrons,Polygonaceae,N,F,I,1,8.242857143,13,14,Yumoto 1999
Lagothrix lagothricha,T,S,Paullinia faginea,Sapindaceae,N,F,D,1,9,16,14,Yumoto 1999
Mazama gouazoubira,NT,L,Mauritia flexuosa,Arecaceae,N,F,I,1,36.66666667,36.42056075,1,Bodmer 1991
Mazama gouazoubira,NT,L,Mauritia flexuosa,Arecaceae,N,F,I,1,36.66666667,36.42056075,2,Bodmer 2006
Metachirus nudicaudatus,NT,S,Solanum buddleiaefolium,Solanaceae,N,F,I,NA,NA,NA,1,Carvalho 2019
Metachirus nudicaudatus,NT,S,Cipocereus minensis,Cactaceae,N,F,D,NA,NA,32.3,1,Carvalho 2019
Metachirus nudicaudatus,NT,S,Clidemia urceolata,Melastomataceae,N,F,I,168.8,0.525,2.1,2,Lessa 2013
Metachirus nudicaudatus,NT,S,Miconia holosericea,Melastomataceae,N,F,I,NA,1.25,6.675,2,Lessa 2013
Metachirus nudicaudatus,NT,S,Cordiera sessilis,Rubiaceae,N,F,I,31.7,NA,20.1,2,Lessa 2013
Metachirus nudicaudatus,NT,S,Psychotria capitata,Rubiaceae,N,F,I,NA,NA,NA,2,Lessa 2013
Metachirus nudicaudatus,NT,S,Psychotria hoffmannseggiana,Rubiaceae,N,F,I,NA,NA,NA,2,Lessa 2013
Metachirus nudicaudatus,NT,S,Cipocereus minensis,Cactaceae,N,F,D,NA,NA,32.3,2,Lessa 2013
Nasua nasua,NT,S,Vassobia breviflora,Solanaceae,N,F,I,37.25173913,1.26,3.141666667,1,Aguiar 2011
Nasua nasua,NT,S,Chorisia speciosa,Bombacaceae,N,D,D,100.59,7.98,78.2,1,Aguiar 2011
Nasua nasua,NT,S,Eriobotrya japonica,Rosaceae,I,F,I,1.82295082,NA,34.69926471,1,Aguiar 2011
Nasua nasua,NT,S,Piper aduncum ,Piperaceae,N,F,I,1,0.746969697,3.25,1,Aguiar 2011
Nasua nasua,NT,S,Morus nigra,Moraceae,I,F,I,NA,NA,NA,1,Aguiar 2011
Nasua nasua,NT,S,Syagrus romanzoffiana,Arecaceae,N,F,I,1,NA,24.17821782,1,Aguiar 2011
Nasua nasua,NT,S,Hovenia dulcis,Rhamnaceae,I,F,I,3,3.225,5.572413793,1,Aguiar 2011
Nasua nasua,NT,S,Casearia lasiophylla,Salicaceae,N,F,D,5,NA,NA,2,Alves-Costa 1998
Nasua nasua,NT,S,Myrcia guajavaefolia,Myrtaceae,N,F,I,2,NA,NA,2,Alves-Costa 1998
Nasua nasua,NT,S,Ficus obtusifolia,Moraceae,N,F,I,690.0128205,0.9,24,2,Alves-Costa 1998
Nasua nasua,NT,S,Passiflora edulis,Passifloraceae,N,F,I,109.5,1.766666667,50.8,2,Alves-Costa 1998
Nasua nasua,NT,S,Miconia flammea,Melastomataceae,N,F,I,1.53125,1.85,3.23,2,Alves-Costa 1998
Nasua nasua,NT,S,Lithraea molleoides,Anacardiaceae,N,F,I,1,3.426666667,6.023166667,2,Alves-Costa 1998
Nasua nasua,NT,S,Cecropia pachystachya,Urticaceae,N,F,I,196.6,1.045866667,11.30980392,2,Alves-Costa 1998
Nasua nasua,NT,S,Guazuma mutamba,Sterculiaceae,N,D,D,48,1.5,17.83870968,2,Alves-Costa 1998
Nasua nasua,NT,S,Piper aduncum ,Piperaceae,N,F,I,1,0.746969697,3.25,3,Alves-Costa 2007
Nasua nasua,NT,S,Casearia lasiophylla,Salicaceae,N,F,D,5,NA,NA,3,Alves-Costa 2007
