mammal,threatened_status,body_size,plant_species,family,native_introduced,fleshy_dry,dehiscent_indehiscent,number_s_per_f,s_width,f_width,citations
Nasua nasua,NT,S,Rauvolfia sellowii,Apocynaceae,N,F,I,NA,3.7,6.3,Santos 2006
Nasua nasua,NT,S,Senna macranthera,Fabaceae,N,D,D,NA,4.5,6.940909091,Alves-Costa 2007
Nasua nasua,NT,S,Citrus sinensis,Rutaceae,I,F,I,NA,4.7,68.05,Peris 2017
Nasua nasua,NT,S,Styrax ferrugineus,Styracaceae,N,F,I,NA,4.9,7.2,Alves-Costa 2007
Nasua nasua,NT,S,Diospyros hispida,Ebenaceae,N,F,I,7.75,5.29,42.3,Bianchi 2014
Nasua nasua,NT,S,Vitex megapotamica,Lamiaceae,N,F,I,NA,5.93,15.87,Amaral 2007
Nasua nasua,NT,S,Psidium guajava,Myrtaceae,N,F,I,166.5,6,11,"Alves-Costa 2007, Ferreira 2013"
Nasua nasua,NT,S,Protium heptaphyllum,Burseraceae,N,F,D,NA,6.4,15.4,Bianchi 2014
Nasua nasua,NT,S,Matayba elaeagnoides,Sapindaceae,N,D,D,3,7,15,Amaral 2007
Nasua nasua,NT,S,Byrsonima orbignyana,Malpighiaceae,N,F,I,NA,7,12.1,"Bianchi 2014, Donatti 2011"
Nasua nasua,NT,S,Syzygium cumini,Myrtaceae,I,F,I,3,7.05,17.30645161,Rucco 2020
Nasua nasua,NT,S,Chorisia speciosa,Bombacaceae,N,D,D,100.59,7.98,78.2,Aguiar 2011
Nasua nasua,NT,S,Vitex cymosa,Lamiaceae,N,F,I,1,8.453513514,16.53666667,"Bianchi 2014, Donatti 2011"
Nasua nasua,NT,S,Unonopsis lindmanii,Annonaceae,N,F,I,3,8.55,9.227419355,Rucco 2020
Nasua nasua,NT,S,Genipa americana,Rubiaceae,N,F,I,172.2857143,9.2,63.26388889,"Bianchi 2014, Donatti 2011"
Nasua nasua,NT,S,Copernicia alba,Arecaceae,N,D,I,1,9.264705882,16.4,Bianchi 2014
Nasua nasua,NT,S,Nectandra cuspidata,Lauraceae,N,F,I,1,9.9,9.208571429,Rucco 2020
Nasua nasua,NT,S,Euterpe edulis,Arecaceae,N,D,I,1,11,13.85185185,Galetti 2013
Nasua nasua,NT,S,Mouriri elliptica,Melastomataceae,N,F,I,3,11.88114754,27.31333333,"Bianchi 2014, Donatti 2011"
Nasua nasua,NT,S,Araucaria angustifolia,Araucaria,N,D,I,84.62213115,14.89090909,150,Pereira 2007
Nasua nasua,NT,S,Eugenia cerasiflora,Myrtaceae,N,F,I,NA,17.16666667,NA,Ferreira 2013
Nasua nasua,NT,S,Enterolobium contortisiliquum,Fabaceae,N,D,I,NA,17.4,39.1,Rucco 2020
Nasua nasua,NT,S,Hymenaea courbaril,Fabaceae,N,F,I,4.428571429,17.85869565,49.43243243,Pedrosa 2019
Nasua nasua,NT,S,Cryptocarya aschersoniana,Lauraceae,N,F,I,1,20,25,Alves-Costa 2007
Nasua nasua,NT,S,Acrocomia aculeata,Arecaceae,N,D,I,1,23.8,30.06395349,"Bianchi 2014, Donatti 2011"
Nasua nasua,NT,S,Lecythis pisonis,Lecythidaceae,N,D,D,22.61538462,25.82307692,152.5142857,Ferreira 2013
Nasua nasua,NT,S,Mauritia flexuosa,Arecaceae,N,F,I,1,36.66666667,36.42056075,Rucco 2020
Nasua nasua,NT,S,Allagoptera leucocalyx,Arecaceae,N,D,I,NA,NA,31.7,Bianchi 2014
Nasua nasua,NT,S,Buchenavia tomentosa,Combretaceae,N,F,I,1,NA,17.18,Rucco 2020
Nasua nasua,NT,S,Gomidesia affinis,Myrtaceae,N,F,I,1,NA,12.5,Amaral 2007
Nasua nasua,NT,S,Guapira graciliflora,Nyctaginaceae,N,F,I,1,NA,4,Alves-Costa 2007
Nasua nasua,NT,S,Syagrus romanzoffiana,Arecaceae,N,F,I,1,NA,24.17821782,"Ferreira 2013, Aguiar 2011, Hirsch 2009, Pedrosa 2019, Alves-Costa 2007, Alves-Costa et al. 2004, Santos 2006, Rucco 2020; Costa 2004"
Nasua nasua,NT,S,Schinus terebinthifolius,Anacardiaceae,N,F,I,1.24,NA,3.791752577,Amaral 2007
Nasua nasua,NT,S,Lantana camara,Verbenaceae,N,F,I,1.75,NA,3.833333333,Amaral 2007
Nasua nasua,NT,S,Eriobotrya japonica,Rosaceae,I,F,I,1.82295082,NA,34.69926471,Aguiar 2011
Nasua nasua,NT,S,Myrcia guajavaefolia,Myrtaceae,N,F,I,2,NA,NA,"Alves-Costa 2007, Alves-Costa 1998, Alves-Costa et al. 2004"
Nasua nasua,NT,S,Hancornia speciosa,Apocynaceae,N,F,I,3.971875,NA,29.8,"Bianchi 2014, Donatti 2011"
Nasua nasua,NT,S,Casearia lasiophylla,Salicaceae,N,F,D,5,NA,NA,"Alves-Costa 1998, Alves-Costa 2007, Alves-Costa et al. 2004"
Nasua nasua,NT,S,Miconia trianaei,Melastomataceae,N,F,I,20,NA,NA,Alves-Costa 2007
Nasua nasua,NT,S,Bromelia balansae,Bromeliaceae,N,F,I,23.40909091,NA,20,"Bianchi 2014, Paulino-Neto 2016"
Nasua nasua,NT,S,Ficus calyptroceras,Moraceae,N,F,I,545,NA,13.5,Rucco 2020
Nasua nasua,NT,S,Amaioua guianensis,Rubiaceae,N,F,I,NA,NA,10,Alves-Costa 2007
Nasua nasua,NT,S,Annona dioica,Annonaceae,N,F,I,NA,NA,75.1,Bianchi 2014
Nasua nasua,NT,S,Ficus enormis,Moraceae,N,F,I,NA,NA,13.51578947,Polettini 2018
Nasua nasua,NT,S,Morus nigra,Moraceae,I,F,I,NA,NA,NA,"Aguiar 2011, Santos 2006"
Nasua nasua,NT,S,Prunus brasiliensis,Rosaceae,N,F,I,NA,NA,NA,Amaral 2007
Nasua nasua,NT,S,Prunus sellowii,Rosaceae,N,F,I,NA,NA,6.246666667,Amaral 2007
Nasua nasua,NT,S,Psidium guineensis,Myrtaceae,N,F,I,NA,NA,NA,Rucco 2020
Nasua nasua,NT,S,Vismia brasiliensis,Hypericaceae,N,F,I,NA,NA,10.1,Alves-Costa 2007
Nasua nasua,NT,S,Restos vegetais,NA,NA,NA,NA,NA,NA,NA,Amaral 2007
Pecari tajacu,NT,L,Pereskia aculeata,Cactaceae,N,F,I,2.33333333,6,23.1,Keuroghlian 2008
Pecari tajacu,NT,L,Byrsonima orbignyana,Malpighiaceae,N,F,I,NA,7,12.1,Desbiez and Keuroghlian 2009
Pecari tajacu,NT,L,Vitex cymosa,Lamiaceae,N,F,I,1,8.453513514,16.53666667,Desbiez and Keuroghlian 2009
Pecari tajacu,NT,L,Mauritia flexuosa,Arecaceae,N,F,I,1,36.66666667,36.42056075,Bodmer 1991
Pecari tajacu,NT,L,Crepis tectorum,Asteraceae,I,D,I,1,NA,NA,Martinez 2017
Pecari tajacu,NT,L,Jessenia bataua,Arecaceae,N,D,I,NA,NA,22.5,Bodmer 1991
Pecari tajacu,NT,L,Syagrus romanzoffiana,Arecaceae,N,F,I,1,NA,24.17821782,Martinez 2017
Pecari tajacu,NT,L,Annona dioica,Annonaceae,N,F,I,NA,NA,75.1,Desbiez and Keuroghlian 2009
Pecari tajacu,NT,L,Opuntia cardiosperma,Cactaceae,N,F,I,NA,NA,NA,Martinez 2017
Procyon cancrivorus,NT,S,Syagrus romanzoffiana,Arecaceae,N,F,I,1,NA,24.17821782,Aguiar 2011
Procyon cancrivorus,NT,S,Eriobotrya japonica,Rosaceae,I,F,I,1.82295082,NA,34.69926471,Aguiar 2011
Saimiri sciureus,NT,S,Ficus benjamina,Moraceae,I,F,I,NA,0.410526316,14.55,Oliveira-Silva 2018
Saimiri sciureus,NT,S,Tapirira guianensis,Anacardiaceae,N,F,I,1,5.171428571,7.916666667,Oliveira-Silva 2018
Saimiri sciureus,NT,S,Inga ingoides,Leguminosae,N,F,I,20,5.733333333,17.5,Oliveira-Silva 2018
Saimiri sciureus,NT,S,Dioclea virgata,Fabaceae,N,D,I,8.5,7,20,Oliveira-Silva 2018
Saimiri sciureus,NT,S,Genipa americana,Rubiaceae,N,F,I,172.2857143,9.2,63.26388889,Oliveira-Silva 2018
Sapajus apella,NT,S,Philodendron eximium,Araceae,N,F,I,26,0.1,1,Izar 1999
Sapajus apella,NT,S,Philodendron appendiculatum,Araceae,N,F,I,NA,0.53,2.5,Izar 1999
Sapajus apella,NT,S,Miconia ternatifolia,Melastomataceae,N,F,I,NA,0.8,NA,Obregón 2007
Sapajus apella,NT,S,Schlegelia ramizii,Schlegeliaceae,N,F,I,45,1.044444444,8,Izar 1999
Sapajus apella,NT,S,Cecropia cinerea,Urticaceae,N,F,I,196.6,1.045866667,11.30980392,Moura 2007
Sapajus apella,NT,S,Cecropia glaziovi,Urticaceae,N,F,I,NA,1.1,NA,Izar 1999
Sapajus apella,NT,S,Cecropia sciadophylla,Urticaceae,N,F,I,1950,1.157142857,15,Obregón 2007
Sapajus apella,NT,S,Ficus gomelleira,Moraceae,N,F,I,100,1.208333333,19.28571429,"Izar 1999, Moura 2007"
Sapajus apella,NT,S,Philodendron obliquifolium,Araceae,N,F,I,NA,1.335714286,28.3,Izar 1999
Sapajus apella,NT,S,Ficus insipida,Moraceae,N,F,I,119.3548387,1.4,24.02061856,"Aquino 2004, Izar 1999"
Sapajus apella,NT,S,Philodendron corcovadense,Araceae,N,F,I,1,1.813333333,6,Izar 1999
Sapajus apella,NT,S,Hyeronima alchorneoides,Euphorbiaceae,N,F,I,1,2,4.410810811,Izar 1999
Sapajus apella,NT,S,Psychotria mapourioides,Rubiaceae,N,F,I,2,2,5,Izar 1999
Sapajus apella,NT,S,Clusia parviflora,Clusiaceae,N,F,D,5,2,5,Izar 1999
Sapajus apella,NT,S,Prockia crucis,Salicaceae,N,F,I,5,2,6.95825,Moura 2007
Sapajus apella,NT,S,Musa velutina,Musaceae,I,F,I,80,2.5,29,Izar 1999
Sapajus apella,NT,S,Psychotria suterella,Rubiaceae,N,F,I,2,2.658823529,11,Izar 1999
Sapajus apella,NT,S,Bromelia plumieri,Bromeliaceae,N,F,I,69.2,3.483870968,16.46875,Moura 2007
Sapajus apella,NT,S,Rollinia edulis,Annonaceae,N,F,I,17.5,4.256973684,21.3,Obregón 2007
Sapajus apella,NT,S,Doliocarpus multiflorus,Dilleniaceae,N,F,D,1.916666667,4.642857143,11,Obregón 2007
Sapajus apella,NT,S,Guatteria ferruginea,Annonaceae,N,F,I,NA,4.64516129,5.5,Obregón 2007
Sapajus apella,NT,S,Inga thibaudiana,Leguminosae,N,F,I,16.03174603,4.8,18.75,Regan 2001
Sapajus apella,NT,S,Byrsonima gardneriana,Malpighiaceae,N,F,I,1,5,7.3,Moura 2007
Sapajus apella,NT,S,Monstera adansonii,Araceae,N,F,I,1,5,7.714285714,Izar 1999
Sapajus apella,NT,S,Chrysophyllum viride,Sapotaceae,N,F,I,3,5,20,Izar 1999
Sapajus apella,NT,S,Rollinia sericea,Annonaceae,N,F,I,NA,5,33,Izar 1999
Sapajus apella,NT,S,Sloanea guianensis,Elaeocarpaceae,N,D,D,1,5.981081081,7.857142857,Izar 1999
Sapajus apella,NT,S,Eugenia punicifolia,Myrtaceae,N,F,I,1,6,6.7,Moura 2007
Sapajus apella,NT,S,Heteropsis oblongifolia,Araceae,N,F,I,3.925925926,6.137931034,13.88888889,Izar 1999
Sapajus apella,NT,S,Inga alba,Leguminosae,N,F,I,10.171875,6.269886364,12.5,Obregón 2007
Sapajus apella,NT,S,Protium heptaphyllum,Burseraceae,N,F,D,NA,6.4,15.4,Obregón 2007
Sapajus apella,NT,S,Brosimum guianensis,Moraceae,N,F,I,1.833333333,6.5,15.6125,Regan 2001
Sapajus apella,NT,S,Parahancornia fasciculata,Apocynaceae,N,F,I,NA,6.6,31.75,Regan 2001
Sapajus apella,NT,S,Ziziphus joazeiro,Rhamnaceae,N,F,I,1,7,NA,Moura 2007
Sapajus apella,NT,S,Micropholis obscura,Sapotaceae,N,F,I,1,7.1,16.5,Regan 2001
Sapajus apella,NT,S,Attalea phalerata,Arecaceae,N,D,I,3.5,7.111111111,31.68283582,Choo 2010
Sapajus apella,NT,S,Cordia nodosa,Boraginaceae,N,F,I,1,7.124324324,15.91428571,Obregón 2007
Sapajus apella,NT,S,Norantea guianensis,Marcgraviaceae,N,F,D,1,7.138888889,16.16666667,Obregón 2007
Sapajus apella,NT,S,Inga semialata,Leguminosae,N,F,I,10.22727273,7.352272727,12.5,Izar 1999
Sapajus apella,NT,S,Pouteria torta,Sapotaceae,N,F,I,2.768421053,7.380952381,36.71875,Regan 2001
Sapajus apella,NT,S,Pouteria guianensis,Sapotaceae,N,F,I,2.941176471,7.727272727,36.47058824,Regan 2001
Sapajus apella,NT,S,Pourouma tomentosa,Urticaceae,N,F,I,1,8.38,11.28,Regan 2001
Sapajus apella,NT,S,Tetragastris panamensis,Burseraceae,N,F,D,5.5,8.4,36.45,Regan 2001
Sapajus apella,NT,S,Micropholis guyanensis ,Sapotaceae,N,F,I,1.5,8.583333333,17,Andresen 2001
Sapajus apella,NT,S,Leonia glycycarpa,Violaceae,N,F,I,19.61363636,8.761363636,52.5,Regan 2001
Sapajus apella,NT,S,Inga gracilifolia,Leguminosae,N,F,I,NA,8.9,18.4,Regan 2001
Sapajus apella,NT,S,Copaifera langsdorfii,Fabaceae,N,D,D,1,8.925925926,14.91428571,"Moura 2007, Manoel 2012"
Sapajus apella,NT,S,Campomanesia neriiflora,Myrtaceae,N,F,I,9,9,31,Izar 1999
Sapajus apella,NT,S,Inga rubiginosa,Leguminosae,N,F,I,NA,9,37.9,Regan 2001
Sapajus apella,NT,S,Trattinnickia aspera,Burseraceae,N,F,D,NA,9,9.14586364,Obregón 2007
Sapajus apella,NT,S,Brosimum alicastrum,Moraceae,N,F,I,1,9.730769231,21.16666667,Moura 2007
Sapajus apella,NT,S,Gustavia hexapetala,Lecythidaceae,N,D,D,9.442857143,10,47.5,Regan 2001
Sapajus apella,NT,S,Inga pezizifera,Leguminosae,N,F,I,7,10,44.9,Regan 2001
Sapajus apella,NT,S,Inga leiocalycina,Leguminosae,N,F,I,9.5,10.58947368,21.25,Regan 2001
Sapajus apella,NT,S,Posoqueria latifolia,Rubiaceae,N,F,I,1.625,10.97948718,35.74074074,"Regan 2001, Izar 1999"
Sapajus apella,NT,S,Abuta selloana ,Menispermaceae,N,F,I,1,11,17,Izar 1999
Sapajus apella,NT,S,Micropholis caudata,Sapotaceae,N,F,I,1,11,19.5,Roosmalen 2000
Sapajus apella,NT,S,Ecclinusa ramiflora,Sapotaceae,N,F,I,NA,11.2,57.7,"Regan 2001, Roosmalen 2000"
Sapajus apella,NT,S,Heisteria silvianii,Olacaceae,N,F,I,1,12,10,Izar 1999
Sapajus apella,NT,S,Chrysophyllum lucentifolium,Sapotaceae,N,F,I,4.01,12.05714286,57,Regan 2001
Sapajus apella,NT,S,Ziziphus cinnamomum,Rhamnaceae,N,F,I,1,12.8,15.6,Zhang 1995
Sapajus apella,NT,S,Pouteria bapeba,Sapotaceae,N,F,I,1.5,13,31.1,Moura 2007
Sapajus apella,NT,S,Manilkara bidentata,Sapotaceae,N,F,I,1.099074074,13.08691983,31.62857143,"Regan 2001, Ratiarison 2011, Sales 2020"
Sapajus apella,NT,S,Strychnos erichsonii,Loganiaceae,N,F,I,5.3,14,28,Julien-Laferriere 1999
Sapajus apella,NT,S,Virola michelii,Myristicaceae,N,F,D,1,14.20133333,16.664,Boissier 2014
Sapajus apella,NT,S,Inga edulis,Leguminosae,N,F,I,14.64035088,14.99665179,13.125,Izar 1999
Sapajus apella,NT,S,Cryptocarya moschata,Lauraceae,N,F,I,1,15,20,Izar 1999
Sapajus apella,NT,S,Virola bicuhyba,Myristicaceae,N,F,D,1,15,15.74074074,Izar 1999
Sapajus apella,NT,S,Hymenaea altissima,Fabaceae,N,F,I,4.428571429,17.85869565,49.43243243,Izar 1999
Sapajus apella,NT,S,Moutabea guianensis,Polygalaceae,N,F,I,NA,17.9,13,Regan 2001
Sapajus apella,NT,S,Virola kwatae,Myristicaceae,N,F,D,1,18.2,39.06666667,Boissier 2014
Sapajus apella,NT,S,Astrocaryum murumuru,Arecaceae,N,F,I,NA,25,41,"Cintra 1997, Choo 2010"
Sapajus apella,NT,S,Ludovia lancifolia,Cyclanthaceae,N,D,I,NA,NA,NA,Regan 2001
Sapajus apella,NT,S,Dendrobangia boliviana,Metteniusaceae,N,F,I,1,NA,10,Regan 2001
Sapajus apella,NT,S,Endlicheria paniculata,Lauraceae,N,F,I,1,NA,10,Izar 1999
Sapajus apella,NT,S,Pourouma guianensis,Urticaceae,N,F,I,1,NA,17.07407407,Izar 1999
Sapajus apella,NT,S,Pouteria ambelaniifolia,Sapotaceae,N,F,I,1.5,NA,21.626,Regan 2001
Sapajus apella,NT,S,Anthurium harrisii,Araceae,N,F,I,2,NA,NA,Izar 1999
Sapajus apella,NT,S,Ambelania acida,Apocynaceae,N,F,I,NA,NA,32.5,Regan 2001
Sapajus apella,NT,S,Anthurium crassinervium,Araceae,N,F,I,NA,NA,3.8,Izar 1999
Sapajus apella,NT,S,Bagassa guianensis,Moraceae,N,F,I,NA,NA,19.16666667,Regan 2001
Sapajus apella,NT,S,Duroia eriopila,Rubiaceae,N,F,I,NA,NA,NA,Regan 2001
Sapajus apella,NT,S,Inga huberi,Leguminosae,N,F,I,NA,NA,40,Regan 2001
Sapajus apella,NT,S,Lacmellea aculeata,Apocynaceae,N,F,I,NA,NA,9.3605,Regan 2001
Sapajus apella,NT,S,Marcgravia polyantha,Marcgraviaceae,N,F,D,NA,NA,15,Izar 1999
Sapajus apella,NT,S,Micropholis cayennensis,Sapotaceae,N,F,I,NA,NA,NA,Regan 2001
Sapajus apella,NT,S,Philodendron crassinervium,Araceae,N,F,I,NA,NA,9,Izar 1999
Tapirus terrestris,T,L,Xyris jupicai,Xyridaceae,N,D,D,NA,0.3,NA,Barcelos 2013
Tapirus terrestris,T,L,Homolepis aturensis,Poaceae,N,D,I,NA,0.4375,1.3,Barcelos 2013
Tapirus terrestris,T,L,Miconia poeppigii,Melastomataceae,N,F,I,NA,0.545,3.1,Barcelos 2013
Tapirus terrestris,T,L,Miconia cuspidata,Melastomataceae,N,F,I,40.74,0.587562189,3.277227723,Barcelos 2013
Tapirus terrestris,T,L,Ficus clusiifolia,Moraceae,I,F,I,NA,0.7,5,Barcelos 2013
Tapirus terrestris,T,L,Bellucia grossularioides,Melastomataceae,N,F,I,NA,0.741666667,14.16666667,"Barcelos 2013, Paolucci 2019"
Tapirus terrestris,T,L,Piper aduncum ,Piperaceae,N,F,I,1,0.746969697,3.25,Barcelos 2013
Tapirus terrestris,T,L,Fimbristylis dichotoma,Cyperaceae,I,D,I,NA,0.770909091,27.1,Barcelos 2013
Tapirus terrestris,T,L,Acalypha alopecuroidea,Euphorbiaceae,N,D,D,2,0.9,1.05,Barcelos 2013
Tapirus terrestris,T,L,Turnera ulmifolia,Turneraceae,I,D,D,56,1.041666667,NA,Barcelos 2013
Tapirus terrestris,T,L,Ficus gomelleira,Moraceae,N,F,I,100,1.208333333,19.28571429,Barcelos 2013
Tapirus terrestris,T,L,Borreria latifolia,Rubiaceae,I,D,D,NA,1.25,2.875,Barcelos 2013
Tapirus terrestris,T,L,Paspalum conjugatum,Poaceae,N,D,I,1,1.4,1.5,Barcelos 2013
Tapirus terrestris,T,L,Scleria melaleuca,Cyperaceae,N,D,I,NA,1.795,1.914285714,Barcelos 2013
Tapirus terrestris,T,L,Hyeronima alchorneoides,Euphorbiaceae,N,F,I,1,2,4.410810811,"Bueno 2010, Bueno 2013"
Tapirus terrestris,T,L,Ananas ananassoides,Bromeliaceae,N,F,I,4.34,2.258064516,68.68,Barcelos 2013
Tapirus terrestris,T,L,Hieronyma alchorneoides,Phyllanthaceae,N,F,I,1,2.5,4,Bueno 2013
Tapirus terrestris,T,L,Aechmea rubiginosa,Bromeliaceae,N,F,I,NA,4,20.25,Fragoso 2000
Tapirus terrestris,T,L,Enterolobium schomburgkii,Fabaceae,N,D,I,7.291666667,4.85,26.66666667,"Fragoso 2000,Barcelos 2013"
Tapirus terrestris,T,L,Guatteria olivacea,Annonaceae,N,F,I,1,4.925,8,Barcelos 2013
Tapirus terrestris,T,L,Cassia moschata,Leguminosae,N,D,D,90,5.633333333,15.41666667,Fragoso 2000
Tapirus terrestris,T,L,Dimorphandra mollis,Fabaceae,N,D,I,13.60283688,6,31.75,Bizerril 2005
Tapirus terrestris,T,L,Anacardium giganteum,Anacardiaceae,N,F,I,1,6,50,Fragoso 2000
Tapirus terrestris,T,L,Psidium guajava,Myrtaceae,N,F,I,166.5,6,11,"Barcelos 2013, Galetti 2001"
Tapirus terrestris,T,L,Campomanesia guaviroba,Myrtaceae,N,F,I,NA,6,17,"Bueno 2010, Bueno 2013"
Tapirus terrestris,T,L,Astrocaryum aculeatum,Arecaceae,N,F,I,NA,6.233333333,45,Barcelos 2013
Tapirus terrestris,T,L,Stryphnodendron guianense,Fabaceae,N,D,I,10,6.6,10,Barcelos 2013
Tapirus terrestris,T,L,Crepidospermum rhoifolium,Burseraceae,N,F,D,1.428571429,7.242857143,14.2,Barcelos 2013
Tapirus terrestris,T,L,Gleasonia uaupensis,Rubiaceae,N,F,I,2,8,14,Barcelos 2013
Tapirus terrestris,T,L,Byrsonima crispa,Malpighiaceae,N,F,I,1,8.05,11,Paolucci 2019
Tapirus terrestris,T,L,Tetragastris panamensis,Burseraceae,N,F,D,5.5,8.4,36.45,Fragoso 2000
Tapirus terrestris,T,L,Copaifera langsdorfii,Fabaceae,N,D,D,1,8.925925926,14.91428571,Galetti 2001 
Tapirus terrestris,T,L,Genipa americana,Rubiaceae,N,F,I,172.2857143,9.2,63.26388889,Fragoso 2000
Tapirus terrestris,T,L,Euterpe edulis,Arecaceae,N,D,I,1,11,13.85185185,"Bueno 2010, Bueno 2013, Galetti 2001, Giombini 2009, Rodrigues 1993"
Tapirus terrestris,T,L,Rheedia macrophylla,Clusiaceae,N,F,I,2.943171296,12.15357143,63.29333333,Barcelos 2013
Tapirus terrestris,T,L,Oenocarpus mapora,Arecaceae,N,D,I,1,14.22727273,12.91666667,Tobler 2010
Tapirus terrestris,T,L,Cryptocarya mandioccana,Lauraceae,N,F,I,NA,15.2,19,"Bueno 2010, Bueno 2013"
Tapirus terrestris,T,L,Parinari excelsa,Chrysobalanaceae,I,F,I,1,16,25,"Bueno 2010, Bueno 2013"
Tapirus terrestris,T,L,Virola oleifera,Myristicaceae,N,F,D,1,16,18,Rodrigues 1993
Tapirus terrestris,T,L,Spondias mombin,Anacardiaceae,N,F,I,1.357142857,16.35714286,25,Fragoso 2000
Tapirus terrestris,T,L,Enterolobium contortisiliquum,Fabaceae,N,D,I,NA,17.4,39.1,Galetti 2001 
Tapirus terrestris,T,L,Mangifera indica,Anacardiaceae,I,F,I,1,18.5,8,"Fragoso 2000, Galetti 2001"
Tapirus terrestris,T,L,Maximiliana maripa,Arecaceae,N,F,I,1.84375,20,27.75,"Fragoso 1994, Fragoso 1997, Fragoso 2000, Bueno 2013"
Tapirus terrestris,T,L,Anomospermum reticulatum,Menispermaceae,N,F,I,NA,22.5,11.15,Tobler 2010
Tapirus terrestris,T,L,Astrocaryum jauari,Arecaceae,N,F,I,NA,25,27.74875622,Barcelos 2013
Tapirus terrestris,T,L,Astrocaryum murumuru,Arecaceae,N,F,I,NA,25,41,Tobler 2010
Tapirus terrestris,T,L,Elephantomene eburnea,Menispermaceae,N,F,I,NA,25,31.2,Hammond 2005
Tapirus terrestris,T,L,Mauritia flexuosa,Arecaceae,N,F,I,1,36.66666667,36.42056075,"Barcelos 2013, Bodmer 1990, Fragoso 2000, Tobler 2010, Mendieta-Aguilar 2015, Bodmer 1991"
Tapirus terrestris,T,L,Oenocarpus bacaba,Arecaceae,N,D,I,1,NA,14,Fragoso 2000
Tapirus terrestris,T,L,Lepidagathis alopecuroidea,Acanthaceae,N,D,D,4,NA,NA,Barcelos 2013
Tapirus terrestris,T,L,Barcella odora,Arecaceae,N,D,I,NA,NA,25,Barcelos 2013
Tapirus terrestris,T,L,Cyperus diffusus,Cyperaceae,I,D,I,NA,NA,0.59,Barcelos 2013
Tapirus terrestris,T,L,Cyperus distans,Cyperaceae,N,D,I,NA,NA,NA,Barcelos 2013
Tapirus terrestris,T,L,Jessenia bataua,Arecaceae,N,D,I,NA,NA,22.5,Bodmer 1991
Tapirus terrestris,T,L,Panicum laxum,Poaceae,N,D,I,NA,NA,NA,Barcelos 2013
Tapirus terrestris,T,L,Rhynchospora pubera,Cyperaceae,N,D,I,NA,NA,NA,Barcelos 2013
Tapirus terrestris,T,L,Steirachne diandra,Poaceae,N,D,I,NA,NA,NA,Barcelos 2013
Tapirus terrestris,T,L,Buchenavia tomentosa,Combretaceae,N,F,I,1,NA,17.18,Farias 2015
Tapirus terrestris,T,L,Syagrus romanzoffiana,Arecaceae,N,F,I,1,NA,24.17821782,"Galetti 2001, Giombini 2009, Olmos 1999"
Tapirus terrestris,T,L,Holocalyx balansae,Fabaceae,I,F,I,1.2,NA,17.8,Giombini 2009
Tapirus terrestris,T,L,Emmotum nitens,Metteniusaceae,N,F,I,3,NA,11,Paolucci 2019
Tapirus terrestris,T,L,Clidemia hirta,Melastomataceae,N,F,I,405.8064516,NA,3,Barcelos 2013
Tapirus terrestris,T,L,Aciotis aequatorialis,Melastomataceae,N,F,D,NA,NA,2.65,Barcelos 2013
Tapirus terrestris,T,L,Bagassa guianensis,Moraceae,N,F,I,NA,NA,19.16666667,Fragoso 2000
Tapirus terrestris,T,L,Cecropia purpurascens,Urticaceae,N,F,I,NA,NA,5.933333333,Barcelos 2013
Tapirus terrestris,T,L,Clidemia bullosa,Melastomataceae,N,F,I,NA,NA,3.828888889,Barcelos 2013
Tapirus terrestris,T,L,Comolia veronicaefolia,Melastomataceae,N,F,I,NA,NA,NA,Barcelos 2013
Tapirus terrestris,T,L,Couma utilis,Apocynaceae,N,F,I,NA,NA,18.19,Barcelos 2013
Tapirus terrestris,T,L,Emmotum acuminatum,Metteniusaceae,N,F,I,NA,NA,NA,Barcelos 2013
Tapirus terrestris,T,L,Ficus krukovii,Moraceae,N,F,I,NA,NA,NA,Barcelos 2013
Tapirus terrestris,T,L,Ficus matiziana,Moraceae,N,F,I,NA,NA,11.634,Barcelos 2013
Tapirus terrestris,T,L,Mauritiella aculeata,Arecaceae,N,F,I,NA,NA,37.5,Barcelos 2013
Tapirus terrestris,T,L,Nepsera aquatica,Melastomataceae,N,F,I,NA,NA,NA,Barcelos 2013
Tapirus terrestris,T,L,Piper glandulosissimum,Piperaceae,N,F,I,NA,NA,NA,Barcelos 2013
Tapirus terrestris,T,L,Pradosia surinamensis,Sapotaceae,N,F,I,NA,NA,NA,Fragoso 2000
Tapirus terrestris,T,L,Psychotria poeppigiana,Rubiaceae,N,F,I,NA,NA,17.5,Barcelos 2013
Tapirus terrestris,T,L,Spermacoce ocymifolia,Rubiaceae,N,F,D,NA,NA,NA,Barcelos 2013
Tapirus terrestris,T,L,Syagrus oleracea,Arecaceae,N,F,I,NA,NA,NA,Galetti 2001 
Tapirus terrestris,T,L,Tococa bullifera,Melastomataceae,N,F,I,NA,NA,6.1,Barcelos 2013
Tayassu pecari,T,L,Pereskia aculeata,Cactaceae,N,F,I,2.33333333,6,23.1,Keuroghlian 2008
Tayassu pecari,T,L,Byrsonima orbignyana,Malpighiaceae,N,F,I,NA,7,12.1,Desbiez and Keuroghlian 2009
Tayassu pecari,T,L,Vitex cymosa,Lamiaceae,N,F,I,1,8.453513514,16.53666667,Desbiez and Keuroghlian 2009
Tayassu pecari,T,L,Annona dioica,Annonaceae,N,F,I,NA,NA,75.1,Desbiez and Keuroghlian 2009
